Id,SalePrice
1461,121717.54749096849
1462,136419.1508565623
1463,169185.09909216606
1464,198298.25077371078
1465,196460.63865050988
1466,181872.98094211507
1467,201928.6432043946
1468,172639.13189362374
1469,207354.14019999362
1470,117714.0920157308
1471,200408.30250469467
1472,112374.35181261401
1473,88136.72185778536
1474,148764.663338391
1475,111429.87662196474
1476,312319.6830717068
1477,249578.26976173476
1478,288727.4436011346
1479,268017.1144124073
1480,385709.859604242
1481,288213.07997618953
1482,211478.80000316503
1483,173779.75463885057
1484,172920.2074355177
1485,206652.49147253728
1486,207426.17109815672
1487,285625.9900277491
1488,260290.52399559983
1489,181160.77452107857
1490,232640.1741225823
1491,211119.2791887928
1492,89991.46850686835
1493,219636.34291433392
1494,287505.6920546162
1495,275044.16506683675
1496,216229.33682167938
1497,158474.2016430007
1498,152237.7315656155
1499,162038.75075644033
1500,150418.26094201359
1501,189620.5108198811
1502,146785.42269601568
1503,286471.66828226706
1504,246081.21491693694
1505,222538.82168003696
1506,198767.44579770544
1507,241051.79641463666
1508,200057.881617549
1509,152733.35395391413
1510,143668.1800106928
1511,147211.51112744666
1512,189263.200759214
1513,167687.29973531503
1514,157103.40499411768
1515,204104.1195263717
1516,169065.86534433218
1517,165151.7665283034
1518,118918.66195721866
1519,240682.77564806642
1520,124078.95450976503
1521,112782.56582225428
1522,204291.23450847145
1523,73634.0728799178
1524,100801.12526067265
1525,97259.59599551174
1526,83451.65219236596
1527,90420.5119535547
1528,149643.92836240085
1529,127766.50619084097
1530,245133.79677243682
1531,143152.8438859015
1532,118063.4397534338
1533,144494.02460820985
1534,123716.77056217485
1535,142961.70855268242
1536,98682.07624538185
1537,42787.29944053746
1538,177962.67255716526
1539,218150.95233909215
1540,111719.64273054118
1541,153475.86610523693
1542,130671.06073315802
1543,186539.02266248537
1544,74075.01228218502
1545,129885.83180195338
1546,139921.57423769298
1547,141197.03824618564
1548,132030.77129925916
1549,126097.6969112755
1550,126186.76268219005
1551,131122.5845955367
1552,134630.03085318662
1553,167726.63477621658
1554,117574.89351889619
1555,157614.12890894397
1556,79765.13203781354
1557,89670.03757052089
1558,92067.01178184862
1559,75046.47576989233
1560,124682.99841741996
1561,123920.1717455372
1562,116425.32443758997
1563,114350.60214172502
1564,150211.9361828348
1565,138512.0313164735
1566,245182.41982786555
1567,67637.38143674261
1568,222670.0754562685
1569,90391.28265153582
1570,143874.06790603686
1571,120841.92073661822
1572,133617.70381673716
1573,244237.03101287351
1574,118686.44475953851
1575,243328.7566809313
1576,257086.70999299164
1577,198136.91412651527
1578,145313.6186195201
1579,135142.50027703273
1580,211425.07785857876
1581,136323.3729724089
1582,126482.32176260825
1583,306147.85984809895
1584,227702.10269562353
1585,157980.4344839569
1586,53445.736999141634
1587,98172.16129425459
1588,141438.91165944177
1589,106553.50813393563
1590,129530.1231357205
1591,73837.61405474099
1592,120885.4515502277
1593,151191.7888382877
1594,125266.3222530206
1595,120088.53385299875
1596,206646.3583209786
1597,168314.54084940592
1598,206180.43286270706
1599,199292.3686189052
1600,184718.74578938808
1601,24360.69280413876
1602,127722.169443644
1603,57949.19703083986
1604,249645.17709956912
1605,268715.32209657517
1606,171920.52131487324
1607,167402.84570465155
1608,230007.1880157428
1609,196042.53339653474
1610,156207.17809808382
1611,164188.47642226086
1612,163155.5945025374
1613,175201.88076789014
1614,124855.97732055758
1615,69135.88101321296
1616,52127.59593242325
1617,56370.85611222265
1618,105338.68711310241
1619,155552.39321879705
1620,175957.54360534612
1621,134634.3756175061
1622,126386.4760220017
1623,257574.12694773742
1624,206413.29491227644
1625,118172.35973219248
1626,192994.0122707961
1627,192746.94297187612
1628,279923.3631381693
1629,195284.11739840684
1630,302199.43732754677
1631,210823.88616638957
1632,226334.47647281364
1633,193959.08472510148
1634,194145.6963571885
1635,191139.1754979589
1636,164007.87865257682
1637,194964.28131440375
1638,216230.97569101118
1639,198675.79996922705
1640,255684.45549908606
1641,197022.46525571262
1642,225386.66942392872
1643,225819.35912684095
1644,233600.5493147259
1645,245696.21954269102
1646,180809.75122585334
1647,174392.83137212088
1648,135524.68507064367
1649,130935.16125924862
1650,115246.28611053107
1651,110154.17733288929
1652,117518.9575628764
1653,117454.46006971598
1654,151679.9518913068
1655,147093.8121353162
1656,139580.51260576304
1657,152660.14472528454
1658,143734.12047517137
1659,127416.69328189245
1660,140958.43317997595
1661,368470.30910123256
1662,320749.00976576726
1663,319970.8793687271
1664,409191.59919119277
1665,287021.8145275507
1666,293212.9560024617
1667,301466.85674173455
1668,310970.8807792305
1669,293984.49596532993
1670,309069.73562130565
1671,257507.87458361755
1672,373634.22929283115
1673,288289.3687059684
1674,256063.4884847931
1675,184111.8720142215
1676,194571.8433111827
1677,214809.09723015456
1678,384932.69983308716
1679,316622.01211328316
1680,273917.21826959867
1681,242501.4809528701
1682,289651.76238971204
1683,191270.86191840447
1684,205043.95006625797
1685,178399.0765911343
1686,173843.40747451526
1687,183382.3276238325
1688,207349.67881782493
1689,207443.41037819907
1690,219491.77073645638
1691,208722.34201204125
1692,265492.6320217082
1693,184586.10162467184
1694,192828.2717421467
1695,186564.1614686011
1696,274876.01102885674
1697,189778.36664913455
1698,321753.24767338904
1699,298149.0542250981
1700,247941.73911134643
1701,273585.0451534996
1702,256847.64904785203
1703,260437.00527742528
1704,279920.91323029227
1705,237576.3692809923
1706,360010.2938677699
1707,190696.50421232986
1708,203689.30404070346
1709,272482.80996679305
1710,230007.65372151416
1711,276184.5312378332
1712,248630.30382404337
1713,265496.4940671623
1714,217971.53314846172
1715,204164.0426102311
1716,180904.54501010012
1717,192986.25180631783
1718,138325.0894166173
1719,211619.61799840443
1720,247712.59432630055
1721,182517.4944083877
1722,128172.22406607424
1723,163598.63152690232
1724,224434.42734210007
1725,231994.29196649906
1726,185411.13755100337
1727,146696.37182017812
1728,195781.72598519013
1729,168290.4571497133
1730,169131.84826993267
1731,117782.48114052648
1732,121385.0666482118
1733,108208.58519805153
1734,107855.2714883557
1735,127284.09411030146
1736,97257.64735850948
1737,328433.20715679764
1738,238123.8147081011
1739,257564.3424454464
1740,184456.5799718937
1741,186034.77387448424
1742,166702.1588245225
1743,180681.44211955182
1744,294479.2554579659
1745,216161.41187139368
1746,211783.27446535672
1747,228395.6357547522
1748,219131.14333825465
1749,155552.083131911
1750,142663.72272901027
1751,253315.13076977688
1752,104607.03883010894
1753,148150.2549892431
1754,227528.4277693634
1755,163824.16927016387
1756,140409.82612668583
1757,92726.34822795587
1758,155967.4871831257
1759,179495.63628035504
1760,175049.66526970826
1761,167112.9706789616
1762,165814.3003036424
1763,167652.21434256714
1764,106430.85025605373
1765,188162.35407986655
1766,211423.16563860886
1767,251202.01024798304
1768,135150.64725614665
1769,181639.40630393452
1770,157080.31564011145
1771,105203.92314198404
1772,115834.02311922726
1773,104483.42904610233
1774,137719.49948293506
1775,137470.10967041506
1776,143512.46840178547
1777,95743.14049293916
1778,133735.26913037756
1779,128332.41012117988
1780,194211.39530237275
1781,108097.44144846871
1782,44275.25785279786
1783,138093.57292861724
1784,89996.83705081511
1785,100916.04749448108
1786,176863.16057540057
1787,159963.85221073148
1788,27688.48708089441
1789,96488.87598657073
1790,38955.574867511634
1791,209483.5592256831
1792,165623.61234599678
1793,160340.41235432564
1794,178495.02188865305
1795,120180.54093095101
1796,130619.35513569764
1797,146817.15606465936
1798,98389.21656275215
1799,99350.76434608386
1800,103872.54695274914
1801,90091.14485436445
1802,166416.18103753892
1803,164825.4387649626
1804,131315.88732648245
1805,142360.2904272289
1806,128785.38607053971
1807,176248.78156139096
1808,121981.17834560061
1809,124908.94350544387
1810,147987.15950054186
1811,62004.4449021148
1812,100959.48094105534
1813,107836.71272552363
1814,81651.92104599671
1815,18220.258750564884
1816,87259.81671933946
1817,99344.07092484273
1818,141106.89265457122
1819,120997.3463032511
1820,58127.673912238795
1821,123974.17533823359
1822,164924.41828428814
1823,33241.776553844335
1824,129172.27918244689
1825,130887.51810345426
1826,93988.91097783088
1827,95635.83285874315
1828,129010.6233651836
1829,175925.55847890652
1830,159075.35082566715
1831,175798.65994063788
1832,112973.69371630205
1833,152135.021933686
1834,127771.07277954533
1835,125326.09818811249
1836,110049.567346951
1837,103419.2956546736
1838,115545.75282467064
1839,76664.5140595606
1840,162419.77310498687
1841,132093.49855039828
1842,83393.11738726776
1843,117188.86018401524
1844,131848.89105775836
1845,139806.2718707372
1846,151482.94705028785
1847,151647.78997892328
1848,24774.73493604781
1849,130570.7842568811
1850,113258.37365217181
1851,134768.3350823056
1852,118316.836706314
1853,113792.37827545404
1854,182326.46040864126
1855,156956.06257706042
1856,239351.00447215838
1857,138174.58468428277
1858,127532.20015459065
1859,120676.10072871833
1860,159099.09523348557
1861,119893.62596405228
1862,290082.4385207214
1863,288405.0345849793
1864,288418.21353414934
1865,324692.49260859773
1866,312410.8669022918
1867,240471.2873648752
1868,275526.52666144515
1869,226431.75647088443
1870,252369.51370849926
1871,249151.85161743686
1872,176396.0197423941
1873,225046.28270704136
1874,139613.79924522224
1875,203347.29583051684
1876,206606.30574900936
1877,219041.42129334575
1878,216101.28106987383
1879,106862.50428684894
1880,145769.933080476
1881,247553.46281524515
1882,245669.14962844318
1883,189749.6192551651
1884,205212.5801383129
1885,251578.11055780295
1886,268268.0713780662
1887,237381.728014732
1888,293548.0133463829
1889,170233.0695242565
1890,107973.13485343545
1891,143928.64152511396
1892,66671.28393949219
1893,126272.92269234802
1894,104664.83866077662
1895,146537.55615198263
1896,112258.1650938855
1897,111522.11620269693
1898,116589.3473809245
1899,149501.4230480413
1900,151826.55407243967
1901,163680.02347038477
1902,137308.50263794186
1903,216084.23616987863
1904,127531.16225496237
1905,190187.77196870814
1906,153247.92410488892
1907,199140.43884614063
1908,131001.5858189452
1909,152341.72076911363
1910,134093.4820644781
1911,211238.7994478254
1912,273460.07044130564
1913,173356.57182415063
1914,47936.06952437293
1915,244909.5165851696
1916,23840.621807043673
1917,257941.15160356415
1918,144991.79188147024
1919,194760.586763795
1920,171375.70633358415
1921,329221.1880316497
1922,294588.89913614397
1923,217759.41993106646
1924,228047.55480502173
1925,223747.6992279999
1926,331519.3115158628
1927,120357.41627803352
1928,164982.31392957084
1929,96478.78456370649
1930,130963.88514991244
1931,143840.21177561092
1932,136149.88149785507
1933,154432.06230746512
1934,183479.71297363332
1935,182776.05824907892
1936,182847.5446635047
1937,186734.57736768434
1938,172943.34479978518
1939,232309.69333261438
1940,193124.5233231259
1941,179673.4663268351
1942,196743.41751260613
1943,202212.7743192336
1944,275846.0361122892
1945,321349.4197864351
1946,164443.9221603684
1947,263095.5802278139
1948,178685.44482778525
1949,247472.42588669946
1950,211301.49532194948
1951,259559.27487910027
1952,223918.85071491404
1953,199498.38484679395
1954,214901.3371783346
1955,132340.1364822567
1956,313119.1704931287
1957,170666.98808211717
1958,302571.6392099436
1959,127328.34671391011
1960,82381.13963885559
1961,118843.8814279139
1962,105025.31833736831
1963,120616.85522220284
1964,97151.65550619573
1965,133068.13572155638
1966,145766.6223144799
1967,275514.06926166406
1968,330550.90983437817
1969,324741.98610936664
1970,335177.0237497173
1971,393988.444988125
1972,332303.8377661144
1973,269613.08925270056
1974,291921.88821177464
1975,392646.9255961599
1976,293337.80601816927
1977,330262.583282426
1978,293027.1520806262
1979,293450.7357477532
1980,187628.98496427806
1981,301719.44333502697
1982,224880.24651385192
1983,206793.96015366935
1984,178348.8626002532
1985,246199.12115500006
1986,242017.89715688792
1987,193828.90697710705
1988,182789.39739628718
1989,205958.06901175133
1990,223698.4234071807
1991,216650.47859832086
1992,236092.73557555908
1993,187305.40814204817
1994,230811.24155912106
1995,196140.41744359676
1996,273581.13314062357
1997,281641.71641235356
1998,295078.65526289004
1999,268184.39183671214
2000,291851.2278293818
2001,267813.8697772224
2002,252183.77417774452
2003,260636.95434494247
2004,283233.9162730975
2005,220853.17632160708
2006,212424.4499467013
